城市,月份,住宅类型,面积段,环比,同比,定基,累计平均,来源URL
锦州,2024-03,新建商品住宅,90-144m2,100.0,99.3,,99.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
锦州,2024-03,新建商品住宅,144m2以上,99.6,97.5,,97.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
锦州,2024-03,二手住宅,90m2及以下,99.8,94.7,,94.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
锦州,2024-03,二手住宅,90-144m2,99.2,94.6,,95.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
锦州,2024-03,二手住宅,144m2以上,99.7,95.0,,95.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
吉林,2024-03,新建商品住宅,全部,100.2,99.2,,99.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
吉林,2024-03,二手住宅,全部,99.4,93.2,,93.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
吉林,2024-03,新建商品住宅,90m2及以下,100.2,99.4,,99.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
吉林,2024-03,新建商品住宅,90-144m2,100.1,99.0,,99.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
吉林,2024-03,新建商品住宅,144m2以上,100.3,99.8,,99.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
吉林,2024-03,二手住宅,90m2及以下,99.3,93.0,,93.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
吉林,2024-03,二手住宅,90-144m2,99.5,93.0,,93.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
吉林,2024-03,二手住宅,144m2以上,99.4,94.3,,94.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
牡丹江,2024-03,新建商品住宅,全部,99.6,96.7,,96.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
牡丹江,2024-03,二手住宅,全部,99.4,93.6,,93.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
牡丹江,2024-03,新建商品住宅,90m2及以下,99.6,96.4,,96.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
牡丹江,2024-03,新建商品住宅,90-144m2,99.5,96.6,,96.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
牡丹江,2024-03,新建商品住宅,144m2以上,99.4,99.2,,98.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
牡丹江,2024-03,二手住宅,90m2及以下,99.2,93.6,,94.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
牡丹江,2024-03,二手住宅,90-144m2,99.8,93.5,,93.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
牡丹江,2024-03,二手住宅,144m2以上,99.4,94.3,,94.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
无锡,2024-03,新建商品住宅,全部,99.7,97.6,,98.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
无锡,2024-03,二手住宅,全部,99.2,93.5,,94.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
无锡,2024-03,新建商品住宅,90m2及以下,99.9,97.9,,98.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
无锡,2024-03,新建商品住宅,90-144m2,99.8,97.1,,97.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
无锡,2024-03,新建商品住宅,144m2以上,99.0,98.9,,99.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
无锡,2024-03,二手住宅,90m2及以下,99.1,93.1,,94.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
无锡,2024-03,二手住宅,90-144m2,99.3,94.0,,95.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
无锡,2024-03,二手住宅,144m2以上,99.0,92.9,,94.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
徐州,2024-03,新建商品住宅,全部,99.2,93.9,,95.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
徐州,2024-03,二手住宅,全部,99.2,88.7,,89.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
徐州,2024-03,新建商品住宅,90m2及以下,98.6,95.2,,96.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
徐州,2024-03,新建商品住宅,90-144m2,99.3,93.7,,95.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
徐州,2024-03,新建商品住宅,144m2以上,98.8,94.4,,96.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
徐州,2024-03,二手住宅,90m2及以下,98.6,87.5,,88.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
徐州,2024-03,二手住宅,90-144m2,99.7,89.6,,90.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
徐州,2024-03,二手住宅,144m2以上,98.9,88.9,,90.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
扬州,2024-03,新建商品住宅,全部,99.4,95.5,,96.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
扬州,2024-03,二手住宅,全部,99.7,92.6,,93.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
扬州,2024-03,新建商品住宅,90m2及以下,99.9,98.0,,98.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
扬州,2024-03,新建商品住宅,90-144m2,99.5,95.4,,96.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
扬州,2024-03,新建商品住宅,144m2以上,99.2,94.9,,95.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
扬州,2024-03,二手住宅,90m2及以下,99.6,92.9,,93.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
扬州,2024-03,二手住宅,90-144m2,99.7,92.1,,92.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
扬州,2024-03,二手住宅,144m2以上,99.7,93.2,,93.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
温州,2024-03,新建商品住宅,全部,99.2,95.8,,96.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
温州,2024-03,二手住宅,全部,99.5,91.4,,92.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
温州,2024-03,新建商品住宅,90m2及以下,98.4,95.3,,96.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
温州,2024-03,新建商品住宅,90-144m2,99.1,95.4,,96.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
温州,2024-03,新建商品住宅,144m2以上,99.6,96.9,,97.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
温州,2024-03,二手住宅,90m2及以下,99.9,91.6,,92.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
温州,2024-03,二手住宅,90-144m2,99.0,91.1,,92.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
温州,2024-03,二手住宅,144m2以上,99.6,91.8,,92.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
金华,2024-03,新建商品住宅,全部,98.6,92.6,,94.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
金华,2024-03,二手住宅,全部,99.1,92.6,,93.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
金华,2024-03,新建商品住宅,90m2及以下,98.9,92.4,,93.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
金华,2024-03,新建商品住宅,90-144m2,98.5,92.7,,94.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
金华,2024-03,新建商品住宅,144m2以上,98.4,92.8,,94.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
金华,2024-03,二手住宅,90m2及以下,99.1,92.4,,93.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
金华,2024-03,二手住宅,90-144m2,99.0,92.5,,93.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
金华,2024-03,二手住宅,144m2以上,99.1,93.3,,94.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
蚌埠,2024-03,新建商品住宅,全部,99.6,97.0,,97.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
蚌埠,2024-03,二手住宅,全部,99.3,94.5,,95.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
蚌埠,2024-03,新建商品住宅,90m2及以下,99.5,98.2,,99.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
蚌埠,2024-03,新建商品住宅,90-144m2,99.6,96.8,,97.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
蚌埠,2024-03,新建商品住宅,144m2以上,99.7,96.9,,97.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
蚌埠,2024-03,二手住宅,90m2及以下,99.5,93.7,,94.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
蚌埠,2024-03,二手住宅,90-144m2,99.3,94.9,,95.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
蚌埠,2024-03,二手住宅,144m2以上,98.8,95.8,,96.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
安庆,2024-03,新建商品住宅,全部,99.4,95.6,,96.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
安庆,2024-03,二手住宅,全部,99.4,93.9,,94.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
安庆,2024-03,新建商品住宅,90m2及以下,100.0,99.1,,99.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
安庆,2024-03,新建商品住宅,90-144m2,99.3,94.9,,96.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
安庆,2024-03,新建商品住宅,144m2以上,99.4,96.4,,97.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
安庆,2024-03,二手住宅,90m2及以下,99.3,94.9,,95.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
安庆,2024-03,二手住宅,90-144m2,99.4,93.0,,93.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
安庆,2024-03,二手住宅,144m2以上,99.5,94.9,,95.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泉州,2024-03,新建商品住宅,全部,99.8,99.9,,99.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泉州,2024-03,二手住宅,全部,99.3,93.3,,93.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泉州,2024-03,新建商品住宅,90m2及以下,99.8,100.3,,99.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泉州,2024-03,新建商品住宅,90-144m2,99.7,99.9,,99.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泉州,2024-03,新建商品住宅,144m2以上,99.9,99.5,,99.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泉州,2024-03,二手住宅,90m2及以下,99.5,92.2,,92.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泉州,2024-03,二手住宅,90-144m2,99.1,93.3,,93.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泉州,2024-03,二手住宅,144m2以上,99.5,94.3,,94.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
九江,2024-03,新建商品住宅,全部,99.4,95.5,,96.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
九江,2024-03,二手住宅,全部,99.7,93.9,,94.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
九江,2024-03,新建商品住宅,90m2及以下,99.0,95.8,,96.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
九江,2024-03,新建商品住宅,90-144m2,99.5,95.2,,96.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
九江,2024-03,新建商品住宅,144m2以上,99.4,96.3,,97.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
九江,2024-03,二手住宅,90m2及以下,100.0,95.8,,95.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
九江,2024-03,二手住宅,90-144m2,99.6,93.0,,93.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
九江,2024-03,二手住宅,144m2以上,99.6,94.2,,94.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
赣州,2024-03,新建商品住宅,全部,99.9,96.3,,96.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
赣州,2024-03,二手住宅,全部,99.5,97.8,,98.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
赣州,2024-03,新建商品住宅,90m2及以下,100.0,98.1,,97.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
赣州,2024-03,新建商品住宅,90-144m2,99.8,95.7,,96.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
赣州,2024-03,新建商品住宅,144m2以上,100.0,97.1,,96.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
赣州,2024-03,二手住宅,90m2及以下,99.5,97.5,,98.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
赣州,2024-03,二手住宅,90-144m2,99.5,98.0,,98.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
赣州,2024-03,二手住宅,144m2以上,99.7,97.9,,98.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
烟台,2024-03,新建商品住宅,全部,99.6,97.1,,97.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
烟台,2024-03,二手住宅,全部,99.6,93.0,,93.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
烟台,2024-03,新建商品住宅,90m2及以下,99.2,96.5,,98.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
烟台,2024-03,新建商品住宅,90-144m2,99.7,97.1,,97.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
烟台,2024-03,新建商品住宅,144m2以上,99.4,97.3,,98.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
烟台,2024-03,二手住宅,90m2及以下,99.3,93.4,,94.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
烟台,2024-03,二手住宅,90-144m2,99.9,91.6,,92.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
烟台,2024-03,二手住宅,144m2以上,99.7,95.1,,95.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
济宁,2024-03,新建商品住宅,全部,99.6,96.1,,96.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
济宁,2024-03,二手住宅,全部,99.7,93.9,,94.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
济宁,2024-03,新建商品住宅,90m2及以下,100.0,97.0,,97.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
济宁,2024-03,新建商品住宅,90-144m2,99.5,96.2,,97.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
济宁,2024-03,新建商品住宅,144m2以上,99.6,95.5,,96.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
济宁,2024-03,二手住宅,90m2及以下,99.4,92.4,,93.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
济宁,2024-03,二手住宅,90-144m2,99.8,94.5,,95.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
济宁,2024-03,二手住宅,144m2以上,100.0,95.0,,95.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
洛阳,2024-03,新建商品住宅,全部,99.7,96.7,,97.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
洛阳,2024-03,二手住宅,全部,99.6,93.6,,94.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
洛阳,2024-03,新建商品住宅,90m2及以下,99.9,96.1,,96.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
洛阳,2024-03,新建商品住宅,90-144m2,99.7,96.8,,97.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
洛阳,2024-03,新建商品住宅,144m2以上,99.5,96.3,,97.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
洛阳,2024-03,二手住宅,90m2及以下,99.3,93.0,,93.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
洛阳,2024-03,二手住宅,90-144m2,99.7,93.6,,94.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
洛阳,2024-03,二手住宅,144m2以上,100.0,94.6,,94.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
平顶山,2024-03,新建商品住宅,全部,100.1,97.5,,97.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
平顶山,2024-03,二手住宅,全部,99.3,94.3,,95.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
平顶山,2024-03,新建商品住宅,90m2及以下,100.5,97.6,,97.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
平顶山,2024-03,新建商品住宅,90-144m2,100.1,97.5,,97.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
平顶山,2024-03,新建商品住宅,144m2以上,100.0,97.9,,98.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
平顶山,2024-03,二手住宅,90m2及以下,99.0,94.1,,95.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
平顶山,2024-03,二手住宅,90-144m2,99.8,94.3,,94.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
平顶山,2024-03,二手住宅,144m2以上,98.7,95.0,,96.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
宜昌,2024-03,新建商品住宅,全部,99.4,95.8,,96.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
宜昌,2024-03,二手住宅,全部,99.5,94.1,,94.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
宜昌,2024-03,新建商品住宅,90m2及以下,99.7,96.8,,97.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
宜昌,2024-03,新建商品住宅,90-144m2,99.3,95.9,,96.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
宜昌,2024-03,新建商品住宅,144m2以上,99.5,94.8,,95.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
宜昌,2024-03,二手住宅,90m2及以下,99.6,95.6,,95.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
宜昌,2024-03,二手住宅,90-144m2,99.5,93.2,,93.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
宜昌,2024-03,二手住宅,144m2以上,99.4,94.1,,94.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
襄阳,2024-03,新建商品住宅,全部,99.3,96.3,,97.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
襄阳,2024-03,二手住宅,全部,99.2,92.5,,93.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
襄阳,2024-03,新建商品住宅,90m2及以下,99.1,96.0,,97.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
襄阳,2024-03,新建商品住宅,90-144m2,99.3,96.3,,97.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
襄阳,2024-03,新建商品住宅,144m2以上,99.8,96.3,,97.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
襄阳,2024-03,二手住宅,90m2及以下,99.0,92.9,,93.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
襄阳,2024-03,二手住宅,90-144m2,99.3,92.3,,93.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
襄阳,2024-03,二手住宅,144m2以上,99.1,92.9,,93.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
岳阳,2024-03,新建商品住宅,全部,99.7,95.9,,96.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
岳阳,2024-03,二手住宅,全部,99.8,96.2,,96.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
岳阳,2024-03,新建商品住宅,90m2及以下,99.6,96.3,,97.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
岳阳,2024-03,新建商品住宅,90-144m2,99.6,96.2,,96.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
岳阳,2024-03,新建商品住宅,144m2以上,99.9,94.6,,95.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
岳阳,2024-03,二手住宅,90m2及以下,99.7,96.3,,96.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
岳阳,2024-03,二手住宅,90-144m2,99.9,96.4,,96.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
岳阳,2024-03,二手住宅,144m2以上,99.8,95.3,,95.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
常德,2024-03,新建商品住宅,全部,99.6,95.7,,96.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
常德,2024-03,二手住宅,全部,99.0,94.9,,96.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
常德,2024-03,新建商品住宅,90m2及以下,99.8,95.0,,95.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
常德,2024-03,新建商品住宅,90-144m2,99.5,95.7,,96.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
常德,2024-03,新建商品住宅,144m2以上,99.9,96.5,,97.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
常德,2024-03,二手住宅,90m2及以下,99.0,95.4,,96.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
常德,2024-03,二手住宅,90-144m2,99.2,95.1,,96.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
常德,2024-03,二手住宅,144m2以上,98.9,94.2,,95.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
韶关,2024-03,新建商品住宅,全部,99.7,95.6,,96.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
韶关,2024-03,二手住宅,全部,99.9,95.6,,96.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
韶关,2024-03,新建商品住宅,90m2及以下,100.0,96.5,,96.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
韶关,2024-03,新建商品住宅,90-144m2,99.8,95.5,,96.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
韶关,2024-03,新建商品住宅,144m2以上,99.2,95.5,,96.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
韶关,2024-03,二手住宅,90m2及以下,99.7,96.1,,96.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
韶关,2024-03,二手住宅,90-144m2,100.0,95.8,,96.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
韶关,2024-03,二手住宅,144m2以上,99.9,95.1,,95.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
湛江,2024-03,新建商品住宅,全部,99.4,94.5,,96.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
湛江,2024-03,二手住宅,全部,99.6,94.7,,95.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
湛江,2024-03,新建商品住宅,90m2及以下,99.7,96.4,,97.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
湛江,2024-03,新建商品住宅,90-144m2,99.3,94.1,,95.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
湛江,2024-03,新建商品住宅,144m2以上,99.5,94.9,,96.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
湛江,2024-03,二手住宅,90m2及以下,99.8,94.5,,95.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
湛江,2024-03,二手住宅,90-144m2,99.7,94.9,,95.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
湛江,2024-03,二手住宅,144m2以上,99.3,94.3,,95.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
惠州,2024-03,新建商品住宅,全部,99.4,94.2,,94.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
惠州,2024-03,二手住宅,全部,99.7,95.0,,95.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
惠州,2024-03,新建商品住宅,90m2及以下,99.1,94.9,,95.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
惠州,2024-03,新建商品住宅,90-144m2,99.3,93.9,,94.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
惠州,2024-03,新建商品住宅,144m2以上,99.9,94.9,,95.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
惠州,2024-03,二手住宅,90m2及以下,99.9,95.5,,95.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
惠州,2024-03,二手住宅,90-144m2,99.5,94.3,,94.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
惠州,2024-03,二手住宅,144m2以上,99.6,95.5,,96.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
桂林,2024-03,新建商品住宅,全部,100.1,96.5,,96.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
桂林,2024-03,二手住宅,全部,99.5,94.4,,95.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
桂林,2024-03,新建商品住宅,90m2及以下,100.1,96.4,,96.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
桂林,2024-03,新建商品住宅,90-144m2,100.1,96.6,,96.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
桂林,2024-03,新建商品住宅,144m2以上,100.2,96.4,,97.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
桂林,2024-03,二手住宅,90m2及以下,99.6,93.8,,94.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
桂林,2024-03,二手住宅,90-144m2,99.5,94.4,,95.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
桂林,2024-03,二手住宅,144m2以上,99.5,95.2,,96.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
北海,2024-03,新建商品住宅,全部,100.4,99.8,,100.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
北海,2024-03,二手住宅,全部,99.8,95.8,,96.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
北海,2024-03,新建商品住宅,90m2及以下,100.5,99.8,,100.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
