城市,月份,住宅类型,面积段,环比,同比,定基,累计平均,来源URL
上海,2026-02,二手住宅,90-144m2,100.2,93.9,,93.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
上海,2026-02,二手住宅,144m2以上,100.1,94.2,,94.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南京,2026-02,新建商品住宅,全部,100.3,96.3,,96.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南京,2026-02,二手住宅,全部,99.9,91.6,,91.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南京,2026-02,新建商品住宅,90m2及以下,100.1,96.5,,96.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南京,2026-02,新建商品住宅,90-144m2,100.4,96.0,,96.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南京,2026-02,新建商品住宅,144m2以上,100.3,97.0,,97.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南京,2026-02,二手住宅,90m2及以下,100.0,91.6,,91.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南京,2026-02,二手住宅,90-144m2,99.8,91.5,,91.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南京,2026-02,二手住宅,144m2以上,99.8,92.1,,92.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
杭州,2026-02,新建商品住宅,全部,100.2,102.7,,102.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
杭州,2026-02,二手住宅,全部,99.8,95.7,,95.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
杭州,2026-02,新建商品住宅,90m2及以下,100.3,99.6,,99.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
杭州,2026-02,新建商品住宅,90-144m2,100.1,101.1,,101.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
杭州,2026-02,新建商品住宅,144m2以上,100.2,104.4,,104.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
杭州,2026-02,二手住宅,90m2及以下,99.8,95.8,,95.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
杭州,2026-02,二手住宅,90-144m2,99.7,95.7,,95.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
杭州,2026-02,二手住宅,144m2以上,99.9,95.6,,95.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
宁波,2026-02,新建商品住宅,全部,100.0,98.1,,98.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
宁波,2026-02,二手住宅,全部,99.9,93.4,,93.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
宁波,2026-02,新建商品住宅,90m2及以下,100.0,97.7,,97.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
宁波,2026-02,新建商品住宅,90-144m2,100.0,97.3,,97.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
宁波,2026-02,新建商品住宅,144m2以上,99.9,98.9,,99.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
宁波,2026-02,二手住宅,90m2及以下,99.9,92.7,,92.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
宁波,2026-02,二手住宅,90-144m2,99.9,94.0,,93.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
宁波,2026-02,二手住宅,144m2以上,99.7,92.8,,92.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
合肥,2026-02,新建商品住宅,全部,100.0,101.3,,101.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
合肥,2026-02,二手住宅,全部,99.5,92.4,,92.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
合肥,2026-02,新建商品住宅,90m2及以下,99.5,102.1,,102.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
合肥,2026-02,新建商品住宅,90-144m2,100.0,101.3,,101.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
合肥,2026-02,新建商品住宅,144m2以上,100.2,101.2,,101.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
合肥,2026-02,二手住宅,90m2及以下,99.6,92.7,,92.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
合肥,2026-02,二手住宅,90-144m2,99.6,92.1,,92.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
合肥,2026-02,二手住宅,144m2以上,99.1,92.8,,93.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
福州,2026-02,新建商品住宅,全部,99.3,96.1,,96.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
福州,2026-02,二手住宅,全部,99.8,94.1,,93.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
福州,2026-02,新建商品住宅,90m2及以下,99.0,95.3,,95.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
福州,2026-02,新建商品住宅,90-144m2,99.4,95.3,,95.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
福州,2026-02,新建商品住宅,144m2以上,99.3,97.2,,97.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
福州,2026-02,二手住宅,90m2及以下,99.7,93.5,,93.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
福州,2026-02,二手住宅,90-144m2,100.0,94.4,,94.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
福州,2026-02,二手住宅,144m2以上,99.5,94.6,,94.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
厦门,2026-02,新建商品住宅,全部,100.1,96.9,,97.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
厦门,2026-02,二手住宅,全部,100.0,92.6,,92.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
厦门,2026-02,新建商品住宅,90m2及以下,99.7,95.5,,95.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
厦门,2026-02,新建商品住宅,90-144m2,100.2,97.3,,97.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
厦门,2026-02,新建商品住宅,144m2以上,100.4,97.1,,97.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
厦门,2026-02,二手住宅,90m2及以下,100.3,92.3,,91.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
厦门,2026-02,二手住宅,90-144m2,100.0,92.9,,92.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
厦门,2026-02,二手住宅,144m2以上,99.8,92.5,,92.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南昌,2026-02,新建商品住宅,全部,99.9,94.9,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南昌,2026-02,二手住宅,全部,99.7,93.1,,93.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南昌,2026-02,新建商品住宅,90m2及以下,99.9,95.5,,95.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南昌,2026-02,新建商品住宅,90-144m2,100.0,95.0,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南昌,2026-02,新建商品住宅,144m2以上,99.7,94.4,,94.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南昌,2026-02,二手住宅,90m2及以下,99.7,93.1,,93.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南昌,2026-02,二手住宅,90-144m2,99.7,92.9,,92.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南昌,2026-02,二手住宅,144m2以上,99.8,93.7,,93.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
济南,2026-02,新建商品住宅,全部,99.7,96.7,,97.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
济南,2026-02,二手住宅,全部,99.8,94.6,,94.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
济南,2026-02,新建商品住宅,90m2及以下,99.6,96.1,,96.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
济南,2026-02,新建商品住宅,90-144m2,99.7,97.0,,97.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
济南,2026-02,新建商品住宅,144m2以上,99.8,96.4,,96.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
济南,2026-02,二手住宅,90m2及以下,100.1,96.9,,96.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
济南,2026-02,二手住宅,90-144m2,99.7,94.0,,94.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
济南,2026-02,二手住宅,144m2以上,99.5,93.9,,94.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
青岛,2026-02,新建商品住宅,全部,99.6,97.1,,97.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
青岛,2026-02,二手住宅,全部,99.4,93.1,,93.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
青岛,2026-02,新建商品住宅,90m2及以下,99.6,96.3,,96.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
青岛,2026-02,新建商品住宅,90-144m2,99.5,97.1,,97.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
青岛,2026-02,新建商品住宅,144m2以上,99.7,97.2,,97.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
青岛,2026-02,二手住宅,90m2及以下,99.1,93.2,,93.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
青岛,2026-02,二手住宅,90-144m2,99.3,92.6,,93.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
青岛,2026-02,二手住宅,144m2以上,99.9,93.9,,94.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
郑州,2026-02,新建商品住宅,全部,99.8,94.5,,94.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
郑州,2026-02,二手住宅,全部,99.5,91.2,,91.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
郑州,2026-02,新建商品住宅,90m2及以下,99.5,94.2,,94.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
郑州,2026-02,新建商品住宅,90-144m2,99.9,95.3,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
郑州,2026-02,新建商品住宅,144m2以上,99.9,93.4,,93.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
郑州,2026-02,二手住宅,90m2及以下,99.7,91.5,,91.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
郑州,2026-02,二手住宅,90-144m2,99.4,90.7,,90.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
郑州,2026-02,二手住宅,144m2以上,99.2,91.6,,91.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
武汉,2026-02,新建商品住宅,全部,100.1,96.5,,96.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
武汉,2026-02,二手住宅,全部,99.2,90.6,,90.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
武汉,2026-02,新建商品住宅,90m2及以下,99.9,97.2,,97.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
武汉,2026-02,新建商品住宅,90-144m2,100.0,96.1,,96.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
武汉,2026-02,新建商品住宅,144m2以上,100.4,97.5,,97.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
武汉,2026-02,二手住宅,90m2及以下,99.4,91.1,,91.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
武汉,2026-02,二手住宅,90-144m2,99.0,90.2,,90.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
武汉,2026-02,二手住宅,144m2以上,99.3,91.2,,91.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
长沙,2026-02,新建商品住宅,全部,99.5,97.4,,97.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
长沙,2026-02,二手住宅,全部,99.2,91.4,,91.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
长沙,2026-02,新建商品住宅,90m2及以下,100.0,98.3,,98.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
长沙,2026-02,新建商品住宅,90-144m2,99.5,97.2,,97.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
长沙,2026-02,新建商品住宅,144m2以上,99.3,97.6,,97.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
长沙,2026-02,二手住宅,90m2及以下,99.3,91.5,,91.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
长沙,2026-02,二手住宅,90-144m2,99.0,91.1,,91.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
长沙,2026-02,二手住宅,144m2以上,99.5,92.1,,92.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
广州,2026-02,新建商品住宅,全部,100.0,94.9,,94.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
广州,2026-02,二手住宅,全部,99.5,91.5,,91.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
广州,2026-02,新建商品住宅,90m2及以下,100.2,95.3,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
广州,2026-02,新建商品住宅,90-144m2,100.0,94.6,,94.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
广州,2026-02,新建商品住宅,144m2以上,100.1,95.2,,95.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
广州,2026-02,二手住宅,90m2及以下,99.2,91.3,,91.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
广州,2026-02,二手住宅,90-144m2,99.9,92.0,,91.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
广州,2026-02,二手住宅,144m2以上,99.2,91.1,,91.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
深圳,2026-02,新建商品住宅,全部,99.7,94.5,,94.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
深圳,2026-02,二手住宅,全部,99.6,92.9,,93.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
深圳,2026-02,新建商品住宅,90m2及以下,99.7,94.6,,94.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
深圳,2026-02,新建商品住宅,90-144m2,99.7,94.4,,94.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
深圳,2026-02,新建商品住宅,144m2以上,99.5,94.5,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
深圳,2026-02,二手住宅,90m2及以下,99.6,93.0,,93.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
深圳,2026-02,二手住宅,90-144m2,99.5,93.0,,93.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
深圳,2026-02,二手住宅,144m2以上,99.7,92.6,,92.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南宁,2026-02,新建商品住宅,全部,99.3,97.6,,98.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南宁,2026-02,二手住宅,全部,99.5,93.4,,93.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南宁,2026-02,新建商品住宅,90m2及以下,99.3,97.3,,97.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南宁,2026-02,新建商品住宅,90-144m2,99.3,97.8,,98.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南宁,2026-02,新建商品住宅,144m2以上,99.1,97.0,,97.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南宁,2026-02,二手住宅,90m2及以下,99.4,92.8,,92.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南宁,2026-02,二手住宅,90-144m2,99.4,93.8,,93.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
南宁,2026-02,二手住宅,144m2以上,99.6,93.1,,93.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
海口,2026-02,新建商品住宅,全部,99.7,94.5,,94.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
海口,2026-02,二手住宅,全部,99.4,93.3,,93.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
海口,2026-02,新建商品住宅,90m2及以下,99.9,94.1,,94.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
海口,2026-02,新建商品住宅,90-144m2,99.7,94.0,,94.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
海口,2026-02,新建商品住宅,144m2以上,99.7,95.4,,95.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
海口,2026-02,二手住宅,90m2及以下,99.6,93.3,,93.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
海口,2026-02,二手住宅,90-144m2,99.3,93.2,,93.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
海口,2026-02,二手住宅,144m2以上,99.5,93.3,,93.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
重庆,2026-02,新建商品住宅,全部,99.5,96.2,,96.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
重庆,2026-02,二手住宅,全部,99.8,93.9,,93.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
重庆,2026-02,新建商品住宅,90m2及以下,99.8,97.3,,97.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
重庆,2026-02,新建商品住宅,90-144m2,99.5,95.8,,96.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
重庆,2026-02,新建商品住宅,144m2以上,99.6,96.8,,96.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
重庆,2026-02,二手住宅,90m2及以下,100.0,93.5,,93.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
重庆,2026-02,二手住宅,90-144m2,99.8,94.4,,94.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
重庆,2026-02,二手住宅,144m2以上,99.7,93.3,,93.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
成都,2026-02,新建商品住宅,全部,99.7,96.2,,96.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
成都,2026-02,二手住宅,全部,99.8,94.5,,94.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
成都,2026-02,新建商品住宅,90m2及以下,99.8,97.5,,97.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
成都,2026-02,新建商品住宅,90-144m2,99.8,96.1,,96.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
成都,2026-02,新建商品住宅,144m2以上,99.5,96.4,,96.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
成都,2026-02,二手住宅,90m2及以下,99.6,94.4,,94.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
成都,2026-02,二手住宅,90-144m2,99.9,94.6,,94.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
成都,2026-02,二手住宅,144m2以上,99.8,94.6,,94.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
贵阳,2026-02,新建商品住宅,全部,99.7,96.3,,96.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
贵阳,2026-02,二手住宅,全部,99.6,94.6,,94.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
贵阳,2026-02,新建商品住宅,90m2及以下,99.4,94.4,,94.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
贵阳,2026-02,新建商品住宅,90-144m2,99.7,96.8,,97.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
贵阳,2026-02,新建商品住宅,144m2以上,99.7,94.9,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
贵阳,2026-02,二手住宅,90m2及以下,99.7,95.1,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
贵阳,2026-02,二手住宅,90-144m2,99.5,94.1,,94.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
贵阳,2026-02,二手住宅,144m2以上,99.9,95.1,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
昆明,2026-02,新建商品住宅,全部,99.1,93.4,,93.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
昆明,2026-02,二手住宅,全部,99.2,92.5,,92.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
昆明,2026-02,新建商品住宅,90m2及以下,98.9,92.7,,93.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
昆明,2026-02,新建商品住宅,90-144m2,99.2,93.5,,93.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
昆明,2026-02,新建商品住宅,144m2以上,99.2,93.5,,93.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
昆明,2026-02,二手住宅,90m2及以下,99.0,92.3,,92.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
昆明,2026-02,二手住宅,90-144m2,99.3,92.9,,93.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
昆明,2026-02,二手住宅,144m2以上,99.4,92.1,,92.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西安,2026-02,新建商品住宅,全部,99.7,94.5,,94.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西安,2026-02,二手住宅,全部,99.9,90.9,,90.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西安,2026-02,新建商品住宅,90m2及以下,100.0,95.1,,94.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西安,2026-02,新建商品住宅,90-144m2,99.7,93.5,,93.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西安,2026-02,新建商品住宅,144m2以上,99.6,95.9,,96.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西安,2026-02,二手住宅,90m2及以下,99.9,91.7,,91.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西安,2026-02,二手住宅,90-144m2,99.9,90.0,,90.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西安,2026-02,二手住宅,144m2以上,100.0,92.1,,91.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
兰州,2026-02,新建商品住宅,全部,99.7,95.4,,95.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
兰州,2026-02,二手住宅,全部,99.8,94.2,,94.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
兰州,2026-02,新建商品住宅,90m2及以下,100.0,95.9,,95.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
兰州,2026-02,新建商品住宅,90-144m2,99.7,95.4,,95.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
兰州,2026-02,新建商品住宅,144m2以上,99.6,95.0,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
兰州,2026-02,二手住宅,90m2及以下,99.8,94.9,,95.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
兰州,2026-02,二手住宅,90-144m2,99.9,93.8,,93.9,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
兰州,2026-02,二手住宅,144m2以上,99.5,94.4,,94.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西宁,2026-02,新建商品住宅,全部,99.4,96.5,,96.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西宁,2026-02,二手住宅,全部,99.8,98.5,,98.3,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西宁,2026-02,新建商品住宅,90m2及以下,99.5,95.5,,95.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西宁,2026-02,新建商品住宅,90-144m2,99.4,96.4,,96.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西宁,2026-02,新建商品住宅,144m2以上,99.6,97.3,,97.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西宁,2026-02,二手住宅,90m2及以下,99.6,98.7,,98.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西宁,2026-02,二手住宅,90-144m2,99.9,98.9,,98.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
西宁,2026-02,二手住宅,144m2以上,99.7,96.5,,96.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
银川,2026-02,新建商品住宅,全部,99.8,96.6,,96.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
银川,2026-02,二手住宅,全部,99.7,93.4,,93.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
银川,2026-02,新建商品住宅,90m2及以下,100.0,97.8,,97.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
银川,2026-02,新建商品住宅,90-144m2,99.8,96.6,,96.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
银川,2026-02,新建商品住宅,144m2以上,99.5,96.4,,96.2,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
银川,2026-02,二手住宅,90m2及以下,99.4,94.0,,94.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
银川,2026-02,二手住宅,90-144m2,99.8,93.4,,93.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
银川,2026-02,二手住宅,144m2以上,99.7,92.9,,92.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
乌鲁木齐,2026-02,新建商品住宅,全部,99.7,100.4,,100.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
乌鲁木齐,2026-02,二手住宅,全部,99.6,95.0,,95.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
乌鲁木齐,2026-02,新建商品住宅,90m2及以下,99.8,100.6,,100.8,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
乌鲁木齐,2026-02,新建商品住宅,90-144m2,99.7,100.4,,100.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
乌鲁木齐,2026-02,新建商品住宅,144m2以上,99.6,100.3,,100.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
乌鲁木齐,2026-02,二手住宅,90m2及以下,99.7,95.7,,95.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
乌鲁木齐,2026-02,二手住宅,90-144m2,99.5,94.4,,94.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260316_1962774.html
